field_1,Estacion,mes,lat,long,Altura_(m),Numero,Temperatura_(C),Temperatura_maxima_(C),Temperatura_minima_(C),Humedad_relativa_(%),Velocidad_del_Viento_(km/h),Nubosidad_total_(octavos),Precipitacion_(mm),Frecuencia_dias_Precipitacion_>0.1_mm,CL
"130",FORMOSA,nov,-21.000000000000000,-53.714285714285715,"60","87162",24.699999999999999,30.699999999999999,19.399999999999999,71.400000000000006,14.400000000000000,3.600000000000000,166.500000000000000,9.100000000000000,"1"
"131",FORMOSA,dic,-21.000000000000000,-53.714285714285715,"60","87162",26.699999999999999,32.799999999999997,21.300000000000001,70.799999999999997,13.000000000000000,3.700000000000000,163.400000000000006,9.100000000000000,"1"
"132",CORRIENTES,ene,-24.777777777777779,-56.695652173913047,"62","87166",27.000000000000000,33.200000000000003,21.300000000000001,70.700000000000003,11.900000000000000,3.600000000000000,167.300000000000011,8.500000000000000,"1"
"133",CORRIENTES,feb,-24.777777777777779,-56.695652173913047,"62","87166",26.000000000000000,31.899999999999999,20.800000000000001,74.599999999999994,12.199999999999999,3.600000000000000,161.900000000000006,9.400000000000000,"1"
"134",CORRIENTES,mar,-24.777777777777779,-56.695652173913047,"62","87166",24.699999999999999,30.600000000000001,19.699999999999999,77.700000000000003,11.800000000000001,3.300000000000000,175.099999999999994,8.600000000000000,"1"
"135",CORRIENTES,abril,-24.777777777777779,-56.695652173913047,"62","87166",21.399999999999999,26.800000000000001,16.899999999999999,80.200000000000003,11.900000000000000,3.900000000000000,206.599999999999994,10.199999999999999,"1"
"136",CORRIENTES,mayo,-24.777777777777779,-56.695652173913047,"62","87166",18.000000000000000,23.399999999999999,13.400000000000000,80.000000000000000,11.900000000000000,3.600000000000000,91.900000000000006,7.500000000000000,"1"
"137",CORRIENTES,jun,-24.777777777777779,-56.695652173913047,"62","87166",15.900000000000000,21.000000000000000,11.600000000000000,81.200000000000003,12.100000000000000,4.300000000000000,70.500000000000000,8.400000000000000,"2"
"138",CORRIENTES,jul,-24.777777777777779,-56.695652173913047,"62","87166",15.199999999999999,21.100000000000001,10.400000000000000,76.500000000000000,13.400000000000000,3.500000000000000,37.500000000000000,6.100000000000000,"2"
"139",CORRIENTES,ago,-24.777777777777779,-56.695652173913047,"62","87166",17.000000000000000,23.399999999999999,11.500000000000000,72.299999999999997,14.600000000000000,3.500000000000000,47.200000000000003,5.700000000000000,"2"
"140",CORRIENTES,sep,-24.777777777777779,-56.695652173913047,"62","87166",18.500000000000000,24.899999999999999,13.100000000000000,70.799999999999997,15.500000000000000,3.600000000000000,75.700000000000003,8.100000000000000,"1"
"141",CORRIENTES,oct,-24.777777777777779,-56.695652173913047,"62","87166",21.800000000000001,27.899999999999999,16.300000000000001,72.299999999999997,15.699999999999999,3.500000000000000,150.699999999999989,10.400000000000000,"1"
"142",CORRIENTES,nov,-24.777777777777779,-56.695652173913047,"62","87166",23.699999999999999,29.500000000000000,17.899999999999999,72.099999999999994,14.100000000000000,3.300000000000000,184.300000000000011,10.000000000000000,"1"
"143",CORRIENTES,dic,-24.777777777777779,-56.695652173913047,"62","87166",25.800000000000001,31.899999999999999,20.100000000000001,70.900000000000006,12.500000000000000,3.500000000000000,157.699999999999989,9.300000000000001,"1"
"144",POSADAS,ene,-24.272727272727273,-53.965517241379310,"125","87178",27.000000000000000,33.000000000000000,21.800000000000001,68.500000000000000,9.100000000000000,3.600000000000000,167.199999999999989,10.300000000000001,"1"
"145",POSADAS,feb,-24.272727272727273,-53.965517241379310,"125","87178",26.199999999999999,32.100000000000001,21.300000000000001,72.099999999999994,9.100000000000000,3.600000000000000,154.900000000000006,9.600000000000000,"1"
"146",POSADAS,mar,-24.272727272727273,-53.965517241379310,"125","87178",25.100000000000001,31.199999999999999,20.199999999999999,73.000000000000000,8.600000000000000,3.300000000000000,144.099999999999994,9.000000000000000,"1"
"147",POSADAS,abril,-24.272727272727273,-53.965517241379310,"125","87178",21.899999999999999,27.600000000000001,17.399999999999999,76.400000000000006,8.699999999999999,3.700000000000000,193.800000000000011,10.199999999999999,"1"
"148",POSADAS,mayo,-24.272727272727273,-53.965517241379310,"125","87178",18.300000000000001,23.899999999999999,14.000000000000000,77.400000000000006,9.000000000000000,3.600000000000000,138.199999999999989,8.300000000000001,"1"
"149",POSADAS,jun,-24.272727272727273,-53.965517241379310,"125","87178",16.500000000000000,21.899999999999999,12.300000000000001,78.799999999999997,8.900000000000000,4.100000000000000,139.800000000000011,9.400000000000000,"1"
"150",POSADAS,jul,-24.272727272727273,-53.965517241379310,"125","87178",16.100000000000001,21.899999999999999,11.600000000000000,74.700000000000003,10.100000000000000,3.600000000000000,103.299999999999997,9.000000000000000,"1"
"151",POSADAS,ago,-24.272727272727273,-53.965517241379310,"125","87178",17.899999999999999,24.199999999999999,13.100000000000000,70.299999999999997,10.900000000000000,3.600000000000000,93.900000000000006,8.300000000000001,"1"
"152",POSADAS,sep,-24.272727272727273,-53.965517241379310,"125","87178",19.199999999999999,25.100000000000001,14.300000000000001,69.799999999999997,11.000000000000000,3.800000000000000,145.099999999999994,10.900000000000000,"1"
"153",POSADAS,oct,-24.272727272727273,-53.965517241379310,"125","87178",22.300000000000001,28.300000000000001,17.100000000000001,69.799999999999997,11.000000000000000,3.700000000000000,226.000000000000000,11.300000000000001,"1"
"154",POSADAS,nov,-24.272727272727273,-53.965517241379310,"125","87178",24.199999999999999,30.300000000000001,18.600000000000001,66.900000000000006,10.400000000000000,3.400000000000000,181.000000000000000,9.500000000000000,"1"
"155",POSADAS,dic,-24.272727272727273,-53.965517241379310,"125","87178",26.300000000000001,32.399999999999999,20.699999999999999,65.799999999999997,9.600000000000000,3.400000000000000,179.900000000000006,9.400000000000000,"1"
"156",LA RIOJA,ene,-26.391304347826086,-64.775510204081627,"429","87217",27.199999999999999,34.700000000000003,21.100000000000001,61.799999999999997,,3.900000000000000,96.299999999999997,8.500000000000000,"1"
"157",LA RIOJA,feb,-26.391304347826086,-64.775510204081627,"429","87217",25.800000000000001,33.000000000000000,19.899999999999999,64.599999999999994,,3.900000000000000,73.599999999999994,7.400000000000000,"1"
"158",LA RIOJA,mar,-26.391304347826086,-64.775510204081627,"429","87217",23.899999999999999,30.699999999999999,18.699999999999999,68.599999999999994,,3.900000000000000,65.000000000000000,6.000000000000000,"1"
"159",LA RIOJA,abril,-26.391304347826086,-64.775510204081627,"429","87217",19.699999999999999,26.699999999999999,14.500000000000000,69.700000000000003,,3.600000000000000,29.300000000000001,3.900000000000000,"3"
"160",LA RIOJA,mayo,-26.391304347826086,-64.775510204081627,"429","87217",15.100000000000000,22.600000000000001,9.699999999999999,69.700000000000003,,3.400000000000000,9.000000000000000,2.100000000000000,"3"
"161",LA RIOJA,jun,-26.391304347826086,-64.775510204081627,"429","87217",11.400000000000000,19.399999999999999,5.600000000000000,69.400000000000006,,3.400000000000000,2.900000000000000,0.900000000000000,"3"
"162",LA RIOJA,jul,-26.391304347826086,-64.775510204081627,"429","87217",10.800000000000001,19.500000000000000,4.400000000000000,62.899999999999999,,2.600000000000000,3.800000000000000,1.000000000000000,"3"
"163",LA RIOJA,ago,-26.391304347826086,-64.775510204081627,"429","87217",14.199999999999999,23.000000000000000,7.200000000000000,52.899999999999999,,2.400000000000000,4.200000000000000,0.600000000000000,"3"
"164",LA RIOJA,sep,-26.391304347826086,-64.775510204081627,"429","87217",17.899999999999999,26.199999999999999,10.900000000000000,48.899999999999999,,2.500000000000000,9.400000000000000,1.600000000000000,"3"
"165",LA RIOJA,oct,-26.391304347826086,-64.775510204081627,"429","87217",22.899999999999999,30.899999999999999,16.000000000000000,48.799999999999997,,2.800000000000000,17.600000000000001,2.300000000000000,"3"
"166",LA RIOJA,nov,-26.391304347826086,-64.775510204081627,"429","87217",25.500000000000000,33.500000000000000,18.699999999999999,51.899999999999999,,3.200000000000000,35.899999999999999,4.100000000000000,"3"
"167",LA RIOJA,dic,-26.391304347826086,-64.775510204081627,"429","87217",27.399999999999999,35.100000000000001,20.899999999999999,55.899999999999999,,3.600000000000000,65.000000000000000,6.400000000000000,"1"
"168",CATAMARCA,ene,-26.333333333333332,-63.695652173913047,"464","87222",27.300000000000001,34.100000000000001,21.500000000000000,56.200000000000003,20.899999999999999,3.600000000000000,83.799999999999997,8.900000000000000,"1"
"169",CATAMARCA,feb,-26.333333333333332,-63.695652173913047,"464","87222",26.000000000000000,32.799999999999997,20.399999999999999,59.799999999999997,18.899999999999999,3.600000000000000,69.200000000000003,7.200000000000000,"1"
"170",CATAMARCA,mar,-26.333333333333332,-63.695652173913047,"464","87222",24.399999999999999,31.199999999999999,19.100000000000001,63.799999999999997,17.000000000000000,3.400000000000000,52.399999999999999,7.000000000000000,"1"
"171",CATAMARCA,abril,-26.333333333333332,-63.695652173913047,"464","87222",20.399999999999999,27.500000000000000,14.699999999999999,65.299999999999997,14.199999999999999,3.400000000000000,27.000000000000000,5.300000000000000,"3"
"172",CATAMARCA,mayo,-26.333333333333332,-63.695652173913047,"464","87222",16.000000000000000,23.500000000000000,9.800000000000001,66.299999999999997,11.699999999999999,3.500000000000000,12.600000000000000,3.300000000000000,"3"
"173",CATAMARCA,jun,-26.333333333333332,-63.695652173913047,"464","87222",12.000000000000000,20.000000000000000,5.300000000000000,66.099999999999994,9.500000000000000,3.500000000000000,4.700000000000000,2.000000000000000,"3"
"174",CATAMARCA,jul,-26.333333333333332,-63.695652173913047,"464","87222",11.600000000000000,20.199999999999999,4.400000000000000,58.600000000000001,10.900000000000000,2.800000000000000,8.100000000000000,2.200000000000000,"3"
"175",CATAMARCA,ago,-26.333333333333332,-63.695652173913047,"464","87222",15.400000000000000,23.899999999999999,7.700000000000000,47.700000000000003,14.800000000000001,2.700000000000000,3.200000000000000,1.200000000000000,"3"
"176",CATAMARCA,sep,-26.333333333333332,-63.695652173913047,"464","87222",19.100000000000001,26.800000000000001,11.800000000000001,43.000000000000000,18.600000000000001,2.800000000000000,7.300000000000000,2.200000000000000,"3"
"177",CATAMARCA,oct,-26.333333333333332,-63.695652173913047,"464","87222",23.600000000000001,30.899999999999999,16.800000000000001,44.700000000000003,22.399999999999999,2.900000000000000,25.899999999999999,3.600000000000000,"3"
"178",CATAMARCA,nov,-26.333333333333332,-63.695652173913047,"464","87222",25.600000000000001,32.700000000000003,19.300000000000001,48.500000000000000,22.500000000000000,3.100000000000000,50.200000000000003,5.400000000000000,"1"
"179",CATAMARCA,dic,-26.333333333333332,-63.695652173913047,"464","87222",27.300000000000001,34.299999999999997,21.199999999999999,52.500000000000000,21.899999999999999,3.300000000000000,68.000000000000000,7.400000000000000,"1"
"180",VILLA MARIA DEL RIO SECO,ene,-27.888888888888889,-61.536585365853661,"341","87244",24.000000000000000,31.399999999999999,,74.700000000000003,6.200000000000000,3.900000000000000,130.599999999999994,9.900000000000000,"1"
"181",VILLA MARIA DEL RIO SECO,feb,-27.888888888888889,-61.536585365853661,"341","87244",22.399999999999999,29.800000000000001,,79.700000000000003,5.700000000000000,4.100000000000000,119.700000000000003,9.100000000000000,"1"
"182",VILLA MARIA DEL RIO SECO,mar,-27.888888888888889,-61.536585365853661,"341","87244",21.000000000000000,28.100000000000001,,81.799999999999997,5.200000000000000,4.100000000000000,134.500000000000000,9.400000000000000,"1"
"183",VILLA MARIA DEL RIO SECO,abril,-27.888888888888889,-61.536585365853661,"341","87244",17.300000000000001,24.300000000000001,,82.099999999999994,5.300000000000000,4.400000000000000,70.400000000000006,7.600000000000000,"2"
"184",VILLA MARIA DEL RIO SECO,mayo,-27.888888888888889,-61.536585365853661,"341","87244",14.000000000000000,21.300000000000001,,79.000000000000000,5.200000000000000,4.400000000000000,21.300000000000001,4.400000000000000,"2"
"185",VILLA MARIA DEL RIO SECO,jun,-27.888888888888889,-61.536585365853661,"341","87244",11.199999999999999,18.699999999999999,,76.700000000000003,5.300000000000000,4.200000000000000,8.400000000000000,3.300000000000000,"2"
"186",VILLA MARIA DEL RIO SECO,jul,-27.888888888888889,-61.536585365853661,"341","87244",10.500000000000000,18.699999999999999,,71.799999999999997,5.700000000000000,3.300000000000000,12.500000000000000,2.700000000000000,"3"
"187",VILLA MARIA DEL RIO SECO,ago,-27.888888888888889,-61.536585365853661,"341","87244",12.900000000000000,21.600000000000001,,66.299999999999997,6.800000000000000,3.200000000000000,6.700000000000000,1.600000000000000,"3"
"188",VILLA MARIA DEL RIO SECO,sep,-27.888888888888889,-61.536585365853661,"341","87244",15.300000000000001,23.600000000000001,,64.700000000000003,7.600000000000000,3.300000000000000,27.100000000000001,3.600000000000000,"3"
"189",VILLA MARIA DEL RIO SECO,oct,-27.888888888888889,-61.536585365853661,"341","87244",19.199999999999999,27.100000000000001,,67.500000000000000,8.800000000000001,3.600000000000000,62.600000000000001,6.600000000000000,"2"
"190",VILLA MARIA DEL RIO SECO,nov,-27.888888888888889,-61.536585365853661,"341","87244",21.399999999999999,29.100000000000001,,70.400000000000006,8.600000000000000,3.800000000000000,89.000000000000000,8.699999999999999,"1"
"191",VILLA MARIA DEL RIO SECO,dic,-27.888888888888889,-61.536585365853661,"341","87244",23.399999999999999,30.899999999999999,,72.500000000000000,7.100000000000000,4.000000000000000,130.199999999999989,9.600000000000000,"1"
"192",CERES,ene,-27.867924528301888,-59.947368421052630,"88","87257",25.300000000000001,32.100000000000001,19.199999999999999,72.000000000000000,10.199999999999999,3.300000000000000,132.000000000000000,9.400000000000000,"1"
"193",CERES,feb,-27.867924528301888,-59.947368421052630,"88","87257",24.100000000000001,30.899999999999999,18.500000000000000,76.299999999999997,10.600000000000000,3.400000000000000,122.400000000000006,8.199999999999999,"1"
"194",CERES,mar,-27.867924528301888,-59.947368421052630,"88","87257",22.600000000000001,29.300000000000001,17.300000000000001,78.799999999999997,10.699999999999999,3.400000000000000,153.500000000000000,9.300000000000001,"1"
"195",CERES,abril,-27.867924528301888,-59.947368421052630,"88","87257",18.800000000000001,25.000000000000000,14.000000000000000,81.799999999999997,9.800000000000001,3.900000000000000,95.400000000000006,9.300000000000001,"1"
"196",CERES,mayo,-27.867924528301888,-59.947368421052630,"88","87257",15.199999999999999,21.899999999999999,10.300000000000001,81.700000000000003,10.300000000000001,4.000000000000000,35.399999999999999,6.000000000000000,"2"
"197",CERES,jun,-27.867924528301888,-59.947368421052630,"88","87257",12.300000000000001,18.800000000000001,7.500000000000000,82.299999999999997,10.199999999999999,4.300000000000000,18.699999999999999,5.100000000000000,"2"
"198",CERES,jul,-27.867924528301888,-59.947368421052630,"88","87257",11.500000000000000,18.800000000000001,6.200000000000000,78.299999999999997,12.000000000000000,3.500000000000000,15.600000000000000,3.800000000000000,"2"
"199",CERES,ago,-27.867924528301888,-59.947368421052630,"88","87257",13.699999999999999,21.699999999999999,7.600000000000000,72.700000000000003,14.100000000000000,3.400000000000000,13.000000000000000,3.600000000000000,"2"
